id,title,name,lastname,party,is_mp,is_senator,is_cabinet,is_active,votelog.__1,votelog.__2,votelog.__3,votelog.__4,votelog.__5,votelog.__6,votelog.__7,votelog.__8,votelog.__9,votelog.__10,votelog.__11,votelog.__12,votelog.__13,votelog.__14,votelog.__26,votelog.__27,votelog.__28,votelog.__29,votelog.__30,votelog.__31,votelog.__32,votelog.__33,votelog.__34,votelog.__35,votelog.__36,votelog.__37,votelog.__38,votelog.__39,votelog.__40,votelog.__41,votelog.__42,votelog.__43,votelog.__44,votelog.__45,votelog.__46,votelog.__47,votelog.__48,votelog.__49,votelog.__50,votelog.__51,votelog.__52,votelog.__53,votelog.__54,votelog.__55,votelog.__56,votelog.__57,votelog.__58,votelog.__59,votelog.__60,votelog.__61,votelog.__62,votelog.__63,votelog.__64,votelog.__65,votelog.__66,votelog.__67,votelog.__68,votelog.__69,votelog.__70,votelog.__71,votelog.__72,votelog.__73,votelog.__74,votelog.__75,votelog.__76,votelog.__77,votelog.__78,votelog.__79,votelog.__80,votelog.__81,votelog.__82,
50,นาย,เกษม,อุประ,เพื่อไทย,1,0,0,1,2,2,4,1,1,3,4,1,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,,1,2,2,2,,
51,นาย,เกษมสันต์,มีทิพย์,ก้าวไกล,1,0,0,1,2,1,1,1,2,3,1,1,4,1,2,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,1,1,3,3,1,1,1,2,1,2,4,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,
52,นาย,เกียรติ,สิทธีอมร,ประชาธิปัตย์,1,0,0,1,1,2,1,1,1,1,1,4,4,4,4,4,4,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,,1,1,1,2,1,1,1,1,
53,นาย,เกียรติ,เหลืองขจรวิทย์,ภูมิใจไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,
54,นาย,เกื้อกูล,ด่านชัยวิจิตร,ภูมิใจไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,1,1,,,,,,2,,,,,,2,2,1,1,1,
55,ศาสตราจารย์ ดร.,โกวิทย์,พวงงาม,พลังท้องถิ่นไท,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,4,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,1,1,1,3,1,1,3,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,3,2,1,1,2,
56,นาย,โกศล,ปัทมะ,เพื่อไทย,1,0,0,1,2,2,3,1,1,3,1,1,4,1,3,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1, ,,,,1,1,1,1,1,,,,1,1,2,2,2,2,
57,นาย,ไกลก้อง,ไวทยการ,อนาคตใหม่,1,0,0,0,2,1,1,1,2,3,1,1,4,4,2,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,
58,นาย,ขจิตร,ชัยนิคม,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,4,4,4,2,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1, ,1,1,1,1,1,,1,1,2,,2,,,2,2,,,
59,นาย,ขวัญเลิศ,พานิชมาท,ก้าวไกล,1,0,0,1,2,1,1,1,2,3,1,1,4,4,2,4,4,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,4,3,1,3,1,3,1,1,1,1,1,1,1,3,1,4,2,4,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,
60,นาย,เขตรัฐ,เหล่าธรรมทัศน์,รวมพลังประชาชาติไทย,1,0,0,1,1,2,1,2,1,1,1,3,2,4,1,1,2,2,2,2,3,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,,,,1,1,2,2,1,1,1,1,3,,,,,
61,นาย,คงกฤษ,ฉัตรมาลีรัตน์,ภูมิใจไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,4,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,,,,,,1,1,1,1,
62,นาย,คฑาเทพ,เตชะเดชเรืองกุล,เพื่อชาติไทย,1,0,0,1,1,2,1,2,1,1,4,4,2,1,1,4,4,2,1,1,3,3,3,3,3,1,2,2,2,2,2,3,1,3,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,,,,,,2,1,2,2,,,1,,1,,1,1,1,
63,นาย,คมเดช,ไชยศิวามงคล,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,1,4,1,3,4,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1, ,,,,,1,,,,,,,,,,,,,
64,นาย,ครูมานิตย์,สังข์พุ่ม,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,1,4,4,3,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,,1,,1,,1,1,,,,,,2,2,,,
65,นาย,คารม,พลพรกลาง,ก้าวไกล,1,0,0,1,2,1,1,1,2,3,1,1,4,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,4,3,1,3,1,3,1,1,1,1,1,1,1,3,2,1,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,,
66,นาย,คำพอง,เทพาคำ,ก้าวไกล,1,0,0,1,2,4,1,1,2,3,1,1,4,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,3,3,3,3,3,1,3,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,
67,นาย,คุณากร,ปรีชาชนะชัย,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,1,4,1,3,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1, ,,,,,1,,1,1,,1,,,,2,2,2,2,
68,นาย,จตุพร,เจริญเชื้อ,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,1,4,4,3,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1, ,,,,,1,,1,1,,,,,,2,2,,,
69,นาย,จรัส,คุ้มไข่น้ำ,ก้าวไกล,1,0,0,1,2,1,1,1,2,3,1,1,4,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,3,3,3,3,3,1,3,3,2,4,4,4,4,4,4,,,,2,1,1,,1,1,,,,2,2,2,2,,2,
70,นาย,จรัสฤทธิ์,จันทรสุรินทร์,เพื่อไทย,1,0,0,1,2,2,4,1,1,3,4,1,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,1,1,1,1,,1,1,,,,,1,2,2,2,2,
71,ร้อยเอก ดร.,จองชัย,วงศ์ทรายทอง,พลังประชารัฐ,1,0,0,1,1,2,1,4,1,1,4,1,2,1,1,1,2,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,1,3,1,3,3,1,1,1,3,3,3,3,1,1,2,2,2,2,2,2,,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,
72,นางสาว,จอมขวัญ,กลับบ้านเกาะ,เศรษฐกิจไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,3,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,1,3,1,3,3,1,1,1,3,3,3,1,1,1,2,2,2,2,2,2,1,1,,1,1,2,1,2,2,1,1,1,,,2,1,1,1,
73,นาย,จักรกฤษณ์,ทองศรี,ภูมิใจไทย,1,0,0,1,1,2,1,2,4,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,,,,,,1,1,1,1,
74,นาย,จักรพรรดิ,ไชยสาส์น,เพื่อไทย,1,0,0,1,2,2,1,1,4,3,1,4,4,1,4,4,2,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1, ,,,,1,1,,1,1,,,,,,,,,,
75,นาย,จักรพล,ตั้งสุทธิธรรม,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,1,4,4,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1, ,,,1,1,1,,1,1,1,,1,,,2,2,,2,
76,ผู้ช่วยศาสตราจารย์ ดร.,จักรพันธ์,พรนิมิตร,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,4,2,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,1,3,1,3,3,1,1,1,3,3,3,3,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,
77,นาย,จักรัตน์,พั้วช่วย,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,4,2,2,3,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,1,3,3,3,3,1,1,1,3,3,3,3,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,3,1,1,1,1,
78,นางสาว,จุฑาฑัตต,เหล่าธรรมทัศน์,รวมพลังประชาชาติไทย,1,0,0,1,-,2,1,2,1,1,1,1,2,4,1,1,2,2,2,2,3,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,1,1,1,2,1,2,2,1,1,1,1,3,,1,1,,
79,ดร.,จาตุรงค์,เพ็งนรพัฒน์,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4, ,1,,,4,1,,,,1,1,1,1,1,,,2,2,
80,นาย,จารึก,ศรีอ่อน,พลังท้องถิ่นไท,1,0,0,1,2,1,1,1,1,3,1,1,3,4,4,4,4,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,,,1,2,,,,1,1,1,1,3,,1,1,2,
81,นางสาว,จารุวรรณ,ศรัณย์เกตุ,อนาคตใหม่,1,0,0,0,2,1,1,1,4,3,1,1,4,1,2,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,
82,นางสาว,จิตภัสร์,กฤดากร,ประชาธิปัตย์,1,0,0,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,,1,,1,2,,2,2,1,1,1,1,,1,1,1,1,
83,นาย,จิรทัศ,ไกรเดชา,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,1,4,1,4,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1, ,1,,,,1,,1,1,,,,,1,2,2,2,,
84,นาย,จิรพงษ์,ทรงวัชราภรณ์,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,1,4,4,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1, ,,,,,1,,1,1,,,,,,2,,,2,
85,นาย,จิรวัฒน์,ศิริพานิชย์,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,1,4,4,3,4,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1, ,,1,1,1,1,1,1,1,1,,1,1,,2,2,2,2,
86,นาย,จิรวัฒน์,อรัณยกานนท์,ก้าวไกล,1,0,0,1,2,1,1,1,2,3,1,4,4,1,2,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,4,1,1,1,4,1,1,,,,,,1,1,,,,,,1,,2,2,,2,
87,นาย,จิรัฏฐ์,ทองสุวรรณ์,ก้าวไกล,1,0,0,1,2,1,1,1,2,3,1,1,4,1,2,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,3,3,3,3,3,1,3,3,2,1,1,1,1,1,1,,,,,,1,,1,1,,,,2,3,2,2,2,2,
88,นางสาว,จิราพร,สินธุไพร,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,1,4,1,3,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,,,1,1,,1,1,,,,,,2,2,2,2,
89,นาย,จิรายุ,ห่วงทรัพย์,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,1,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1, ,,,,1,1,,1,1,,1,,,1,2,2,,,
90,นาย,จีรเดช,ศรีวิราช,เศรษฐกิจไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,1,3,1,3,3,1,1,1,3,3,3,1,1,1,2,2,2,2,2,2,1,,1,,1,2,,,2,,,,,,2,,,,
91,นาง,จุฑาพัตธน์,เมนะสวัสดิ์,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,,,,1,2,2,2,2,
92,ผู้ช่วยศาสตราจารย์ ดร.,อิสระ,เสรีวัฒนวุฒิ,ประชาธิปัตย์,1,0,0,1,-,-,-,-,4,1,-,1,2,1,1,1,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,,1,,1,,1,2,2,1,1,1,1,,1,1,1,1,
93,นาง,จุมพิตา,จันทรขจร,อนาคตใหม่,1,0,0,0,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,
94,นาย,ประภัตร,โพธสุธน,ชาติไทยพัฒนา,1,0,1,1,1,2,1,2,1,1,1,1,2,1,1,4,4,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1,3,3,1,1,1,1,1,3,1,1,1,2,2,2,2,2,2,,,,,,2,,,,1,1,1,1,,1,1,1,,
95,นาย,จุลพันธ์,โนนศรีชัย,ชาติไทยพัฒนา,1,0,0,1,2,1,1,1,2,3,1,1,4,1,2,1,4,1,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1,3,3,1,1,1,1,1,3,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,3,1,1,1,1,
96,นาย,จุลพันธ์,อมรวิวัฒน์,เพื่อไทย,1,0,0,1,2,1,1,1,1,3,1,1,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,2,2,2,2,
97,นาย,เจนวิทย์,ไกรสินธุ์,อนาคตใหม่,1,0,0,0,2,1,1,1,2,3,1,1,4,1,2,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,
98,นาง,เจริญ,เรี่ยวแรง,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,1,4,2,1,1,1,2,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,1,3,1,3,3,1,1,1,3,3,3,3,1,1,2,2,2,2,2,2,,1,1,1,1,2,1,2,2,,1,1,1,2,1,1,1,1,
99,นาย,เจเศรษฐ์,ไทยเศรษฐ์,ภูมิใจไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,1,1,,1,1,2,1,2,2,,,,,,,,,,
100,นาย,ฉลอง,เทอดวีระพงศ์,ภูมิใจไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,,,,,,,,,,,,,,,-,-,-,-,หยุดปฏิบัติหน้าที่ (15.02.2022)
101,นาย,ฉลาด,ขามช่วง,เพื่อไทย,1,0,0,1,2,2,1,1,4,3,1,1,4,1,3,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1, ,,,,,1,,1,1,1,,1,1,1,2,,2,2,
102,นางสาว,ชนก,จันทาทอง,เพื่อไทย,1,0,0,1,2,4,1,1,1,3,1,1,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1, ,,,,,1,,1,1,,,,1,,2,2,2,2,
103,นาย,ชยุต,ภุมมะกาญจนะ,ภูมิใจไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,4,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,,2,1,1,1,1,
104,นาย,ชลน่าน,ศรีแก้ว,เพื่อไทย,1,0,0,1,2,2,3,1,1,3,1,1,4,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,,,1,1,1,1,,,,,1,,2,2,2,,
105,นาย,ชวน,หลีกภัย,ประชาธิปัตย์,1,0,0,1,3,3,4,3,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,,3,3,3,,,,3,3,3,,,3,,,3,
106,พันตำรวจตรี,ชวลิต,เลาหอุดมพันธ์,ก้าวไกล,1,0,0,1,2,1,1,1,2,3,1,1,4,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,3,3,3,3,3,1,3,3,2,1,1,1,1,1,1,1,,,,1,1,,1,1,,,,,2,2,2,2,2,
107,นาย,ชวลิต,วิชยสุทธิ์,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,1,1,4,1,3,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1, ,,3,1,,1,,1,1,,,,1,,,,,,
108,นาย,ชัชวาลล์,คงอุดม,พลังท้องถิ่นไท,1,0,0,1,1,2,1,2,4,1,4,4,2,4,1,4,4,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,1,1,1,3,1,1,3,1,2,2,2,2,2,2,,,,,,2,,2,2,1,1,1,,3,2,,,,
109,นาย,ชัย,ชิดชอบ,ภูมิใจไทย,1,0,0,0,1,4,4,2,4,4,1,4,4,4,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,
110,นาย,ชัยชนะ,เดชเดโช,ประชาธิปัตย์,1,0,0,1,1,2,1,2,1,1,4,4,2,1,1,1,4,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,,1,1,1,2,1,2,2,1,1,1,1,,1,1,1,,
111,นาย,ชัยยันต์,ผลสุวรรณ์,เพื่อไทย,1,0,0,1,2,1,4,1,1,3,1,1,4,4,3,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4, ,,,,,1,,1,1,1,1,1,,,,,,,
112,นาย,ชัยวัฒน์,เป้าเปี่ยมทรัพย์,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,4,2,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,1,3,1,3,3,1,1,1,3,3,3,3,1,1,2,2,2,2,2,2,1,4,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,
113,นาย,ชัยวุฒิ,ธนาคมานุสรณ์,พลังประชารัฐ,1,0,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,1,3,1,3,3,1,1,1,3,3,3,3,1,1,2,2,2,2,2,3,,,1,,1,,,2,2,,,,,,1,1,1,1,
114,นาย,ชัยวุฒิ,บรรณวัฒน์,ประชาธิปัตย์,1,0,0,1,1,2,2,4,1,1,4,1,4,1,1,4,2,4,1,1,3,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,,,1,2,,1,1,1,1,3,1,1,1,1,
115,นาย,ชาญวิทย์,วิภูศิริ,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,,1,2,2,1,1,1,1,1,1,1,1,1,
116,นาย,ชาดา,ไทยเศรษฐ์,ภูมิใจไทย,1,0,0,1,1,2,1,2,1,1,1,1,2,1,4,1,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,3,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,,,,1,,1,1,1,1,
117,นาย,ชำนาญ,จันทร์เรือง,อนาคตใหม่,1,0,0,0,2,4,1,4,2,3,4,1,4,1,2,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,
118,นาย,ชินวรณ์,บุณยเกียรติ,ประชาธิปัตย์,1,0,0,1,1,2,1,2,1,1,1,1,2,1,1,4,2,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,,2,,2,2,4,1,4,1,2,1,1,1,1,
119,นาย,ชุมพล,จุลใส,ประชาธิปัตย์,1,0,0,0,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,
120,นาย,ชูวิทย์,พิทักษ์พรพัลลภ,เพื่อไทย,1,0,0,1,2,4,1,1,1,3,1,1,4,4,3,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1, ,1,,1,,1,,1,1,,,,,1,2,,2,,
121,นาย,ชูศักดิ์,คีรีมาศทอง,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,1,1,2,4,1,1,2,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,
122,นาย,ชูศักดิ์,แอกทอง,เพื่อไทย,1,0,0,1,2,2,1,1,1,3,4,1,4,1,3,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,,,,,1,,1,,,,,1,2,,,,,
123,นาย,เชิงชาย,ชาลีรินทร์,พลังประชารัฐ,1,0,0,1,1,2,1,2,1,1,4,1,2,1,1,1,2,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,
124,นาย,เชิดพงศ์,ราชป้องขันธ์,เพื่อไทย,1,0,0,1,2,2,3,1,4,4,1,4,4,1,3,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,2,,,,
